GW1,GW2,GW3,Setor
-89,-83,-80,c1_s2
-85,-89,-71,c1_s3
-86,-90,-71,c1_s3
-85,-89,-71,c1_s3
-85,-89,-71,c1_s3
-85,-90,-72,c1_s3
-85,-89,-71,c1_s3
-84,-88,-71,c1_s3
-85,-91,-71,c1_s3
-85,-89,-71,c1_s3
-87,-91,-71,c1_s3
-85,-90,-71,c1_s3
-86,-89,-71,c1_s3
-87,-90,-71,c1_s3
-86,-91,-71,c1_s3
-86,-89,-71,c1_s3
-86,-91,-71,c1_s3
-85,-92,-71,c1_s3
-85,-90,-72,c1_s3
-85,-89,-71,c1_s3
-84,-90,-72,c1_s3
-84,-91,-71,c1_s3
-85,-90,-71,c1_s3
-86,-88,-71,c1_s3
-85,-88,-72,c1_s3
-85,-90,-71,c1_s3
-84,-88,-71,c1_s3
-86,-89,-71,c1_s3
-85,-88,-71,c1_s3
-85,-89,-71,c1_s3
-86,-88,-71,c1_s3
-85,-90,-71,c1_s3
-87,-89,-71,c1_s3
-85,-89,-71,c1_s3
-86,-90,-71,c1_s3
-85,-92,-71,c1_s3
-84,-91,-71,c1_s3
-87,-89,-71,c1_s3
-87,-91,-71,c1_s3
-85,-88,-72,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-86,-89,-71,c1_s3
-85,-87,-71,c1_s3
-85,-90,-71,c1_s3
-84,-88,-71,c1_s3
-86,-89,-72,c1_s3
-86,-92,-71,c1_s3
-85,-90,-71,c1_s3
-86,-90,-71,c1_s3
-86,-90,-71,c1_s3
-84,-89,-71,c1_s3
-85,-89,-71,c1_s3
-86,-90,-71,c1_s3
-85,-91,-71,c1_s3
-86,-90,-71,c1_s3
-86,-89,-71,c1_s3
-86,-88,-71,c1_s3
-85,-89,-71,c1_s3
-86,-88,-71,c1_s3
-86,-89,-71,c1_s3
-87,-92,-71,c1_s3
-85,-92,-71,c1_s3
-84,-91,-71,c1_s3
-86,-89,-71,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-86,-88,-71,c1_s3
-87,-90,-71,c1_s3
-86,-91,-71,c1_s3
-85,-91,-71,c1_s3
-85,-92,-71,c1_s3
-87,-90,-71,c1_s3
-86,-88,-71,c1_s3
-86,-89,-71,c1_s3
-86,-89,-71,c1_s3
-85,-90,-71,c1_s3
-86,-91,-71,c1_s3
-85,-88,-72,c1_s3
-87,-88,-71,c1_s3
-85,-89,-71,c1_s3
-87,-83,-71,c1_s3
-86,-88,-72,c1_s3
-85,-90,-71,c1_s3
-85,-92,-71,c1_s3
-85,-90,-71,c1_s3
-86,-89,-71,c1_s3
-86,-90,-71,c1_s3
-85,-89,-71,c1_s3
-87,-90,-71,c1_s3
-84,-89,-71,c1_s3
-84,-92,-71,c1_s3
-86,-88,-71,c1_s3
-86,-88,-71,c1_s3
-85,-88,-71,c1_s3
-85,-90,-72,c1_s3
-85,-88,-71,c1_s3
-85,-90,-71,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-85,-87,-72,c1_s3
-86,-90,-71,c1_s3
-86,-91,-71,c1_s3
-86,-89,-71,c1_s3
-85,-89,-71,c1_s3
-86,-90,-71,c1_s3
-84,-88,-71,c1_s3
-85,-90,-71,c1_s3
-86,-90,-71,c1_s3
-87,-89,-71,c1_s3
-85,-88,-71,c1_s3
-85,-90,-71,c1_s3
-85,-88,-71,c1_s3
-85,-90,-71,c1_s3
-85,-91,-71,c1_s3
-85,-90,-71,c1_s3
-86,-90,-71,c1_s3
-86,-88,-71,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-87,-88,-71,c1_s3
-86,-88,-71,c1_s3
-84,-84,-71,c1_s3
-84,-88,-71,c1_s3
-84,-91,-71,c1_s3
-87,-88,-71,c1_s3
-85,-88,-71,c1_s3
-86,-88,-71,c1_s3
-85,-88,-71,c1_s3
-87,-92,-71,c1_s3
-85,-91,-71,c1_s3
-85,-87,-71,c1_s3
-86,-92,-70,c1_s3
-86,-92,-71,c1_s3
-84,-92,-71,c1_s3
-85,-91,-71,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-84,-92,-71,c1_s3
-86,-90,-71,c1_s3
-86,-92,-71,c1_s3
-85,-92,-72,c1_s3
-85,-88,-71,c1_s3
-85,-91,-71,c1_s3
-86,-88,-71,c1_s3
-86,-90,-71,c1_s3
-84,-90,-72,c1_s3
-86,-88,-71,c1_s3
-85,-89,-71,c1_s3
-86,-88,-71,c1_s3
-86,-88,-71,c1_s3
-86,-88,-71,c1_s3
-85,-88,-71,c1_s3
-85,-88,-71,c1_s3
-84,-92,-73,c1_s3
-88,-90,-72,c1_s3
-87,-91,-71,c1_s3
-86,-90,-71,c1_s3
-85,-92,-71,c1_s3
-85,-94,-71,c1_s3
-84,-89,-71,c1_s3
-86,-93,-72,c1_s3
-84,-92,-72,c1_s3
-86,-89,-71,c1_s3
-85,-96,-72,c1_s3
-84,-90,-71,c1_s3
-86,-92,-72,c1_s3
-84,-89,-72,c1_s3
-85,-84,-72,c1_s3
-85,-89,-71,c1_s3
-85,-90,-71,c1_s3
-87,-91,-71,c1_s3
-85,-92,-72,c1_s3
-85,-90,-71,c1_s3
-86,-90,-71,c1_s3
-86,-93,-71,c1_s3
-85,-92,-71,c1_s3
-86,-90,-71,c1_s3
-86,-90,-71,c1_s3
-86,-93,-71,c1_s3
-85,-91,-71,c1_s3
-86,-93,-72,c1_s3
-86,-91,-71,c1_s3
-85,-91,-71,c1_s3
-87,-89,-71,c1_s3
-85,-89,-71,c1_s3
-85,-89,-71,c1_s3
-85,-90,-71,c1_s3
-86,-89,-71,c1_s3
-86,-89,-70,c1_s3
-85,-89,-71,c1_s3
-85,-88,-71,c1_s3
-86,-91,-71,c1_s3
-88,-91,-71,c1_s3
-86,-90,-71,c1_s3
-87,-92,-71,c1_s3
-85,-91,-71,c1_s3
-85,-91,-71,c1_s3
-85,-93,-71,c1_s3
-86,-92,-71,c1_s3
-87,-91,-71,c1_s3
-86,-91,-71,c1_s3
-86,-91,-71,c1_s3
-86,-92,-71,c1_s3
-85,-93,-71,c1_s3
-88,-94,-71,c1_s3
-86,-90,-71,c1_s3
-86,-91,-71,c1_s3
-85,-91,-71,c1_s3
-85,-89,-72,c1_s3
-86,-90,-71,c1_s3
-87,-90,-71,c1_s3
-86,-90,-71,c1_s3
-84,-83,-70,c1_s3
-86,-90,-71,c1_s3
-86,-85,-71,c1_s3
-86,-91,-71,c1_s3
-86,-89,-71,c1_s3
-86,-91,-71,c1_s3
-87,-90,-71,c1_s3
-85,-91,-71,c1_s3
-86,-83,-71,c1_s3
-84,-93,-71,c1_s3
-85,-91,-71,c1_s3
-87,-92,-71,c1_s3
-86,-91,-71,c1_s3
-87,-90,-71,c1_s3
-85,-93,-71,c1_s3
-85,-93,-71,c1_s3
-85,-93,-71,c1_s3
-85,-90,-71,c1_s3
-86,-92,-71,c1_s3
-85,-92,-71,c1_s3
-84,-92,-71,c1_s3
-84,-90,-71,c1_s3
-85,-92,-71,c1_s3
-85,-89,-71,c1_s3
-84,-83,-71,c1_s3
-86,-90,-71,c1_s3
-87,-90,-71,c1_s3
-85,-90,-71,c1_s3
-85,-93,-71,c1_s3
-85,-90,-71,c1_s3
-86,-90,-71,c1_s3
-85,-90,-71,c1_s3
-85,-91,-71,c1_s3
-86,-91,-71,c1_s3
-86,-92,-71,c1_s3
-87,-93,-71,c1_s3
-84,-89,-71,c1_s3
-86,-88,-71,c1_s3
-87,-88,-71,c1_s3
-85,-89,-71,c1_s3
-85,-91,-71,c1_s3
-85,-91,-71,c1_s3
-84,-92,-70,c1_s3
-86,-89,-71,c1_s3
-86,-90,-71,c1_s3
-86,-89,-71,c1_s3
-87,-90,-71,c1_s3
-85,-92,-71,c1_s3
-85,-89,-71,c1_s3
-85,-89,-71,c1_s3
-86,-91,-71,c1_s3
-85,-90,-71,c1_s3
-86,-89,-71,c1_s3
-85,-91,-70,c1_s3
-86,-93,-71,c1_s3
-85,-90,-71,c1_s3
-84,-89,-71,c1_s3
-86,-91,-71,c1_s3
-86,-90,-71,c1_s3
-86,-90,-71,c1_s3
-86,-90,-71,c1_s3
-84,-89,-71,c1_s3
-85,-90,-71,c1_s3
-85,-90,-71,c1_s3
-84,-89,-71,c1_s3
-84,-92,-72,c1_s3
-85,-91,-71,c1_s3
-86,-92,-71,c1_s3
-83,-89,-71,c1_s3
-85,-91,-71,c1_s3
-84,-88,-71,c1_s3
-85,-90,-71,c1_s3
-85,-91,-72,c1_s3
-85,-91,-71,c1_s3
-86,-90,-71,c1_s3
-85,-91,-71,c1_s3
-87,-90,-71,c1_s3
-85,-89,-71,c1_s3
-85,-90,-71,c1_s3
-85,-88,-71,c1_s3
-86,-89,-71,c1_s3
-86,-91,-71,c1_s3
-85,-89,-71,c1_s3
-85,-91,-71,c1_s3
-85,-89,-71,c1_s3
-87,-89,-71,c1_s3
-86,-91,-71,c1_s3
-86,-89,-71,c1_s3
-85,-88,-71,c1_s3
-85,-89,-71,c1_s3
-85,-89,-71,c1_s3
-85,-88,-71,c1_s3
-84,-90,-71,c1_s3
-85,-91,-71,c1_s3
-87,-91,-71,c1_s3
-83,-88,-71,c1_s3
-86,-91,-71,c1_s3
-86,-90,-71,c1_s3
-86,-91,-72,c1_s3
-87,-89,-71,c1_s3
-85,-89,-71,c1_s3
-85,-90,-71,c1_s3
-85,-89,-71,c1_s3
-89,-84,-75,c1_s4
-90,-88,-75,c1_s4
-90,-86,-75,c1_s4
-88,-86,-76,c1_s4
-91,-84,-75,c1_s4
-91,-86,-76,c1_s4
-89,-84,-75,c1_s4
-88,-85,-75,c1_s4
-91,-85,-76,c1_s4
-90,-85,-75,c1_s4
-90,-86,-75,c1_s4
-91,-85,-76,c1_s4
-92,-85,-75,c1_s4
-90,-86,-76,c1_s4
-89,-86,-75,c1_s4
-92,-86,-75,c1_s4
-90,-86,-75,c1_s4
-90,-86,-76,c1_s4
-88,-86,-75,c1_s4
-88,-85,-75,c1_s4
-89,-86,-75,c1_s4
-90,-84,-75,c1_s4
-89,-85,-75,c1_s4
-90,-86,-75,c1_s4
-88,-86,-75,c1_s4
-90,-86,-76,c1_s4
-90,-88,-75,c1_s4
-88,-86,-75,c1_s4
-89,-85,-75,c1_s4
-89,-84,-75,c1_s4
-87,-86,-74,c1_s4
-88,-84,-75,c1_s4
-90,-86,-75,c1_s4
-88,-84,-76,c1_s4
-90,-85,-75,c1_s4
-90,-84,-75,c1_s4
-89,-86,-77,c1_s4
-90,-86,-77,c1_s4
-91,-86,-75,c1_s4
-89,-86,-76,c1_s4
-88,-84,-75,c1_s4
-88,-85,-76,c1_s4
-87,-85,-76,c1_s4
-88,-86,-75,c1_s4
-91,-86,-76,c1_s4
-91,-84,-76,c1_s4
-90,-85,-76,c1_s4
-90,-87,-76,c1_s4
-89,-87,-75,c1_s4
-90,-85,-76,c1_s4
-89,-85,-76,c1_s4
-89,-87,-76,c1_s4
-89,-85,-76,c1_s4
-91,-85,-75,c1_s4
-88,-86,-76,c1_s4
-89,-87,-76,c1_s4
-89,-85,-75,c1_s4
-91,-86,-76,c1_s4
-89,-85,-76,c1_s4
-92,-86,-76,c1_s4
-91,-85,-76,c1_s4
-89,-85,-75,c1_s4
-88,-85,-75,c1_s4
-88,-86,-75,c1_s4
-87,-84,-75,c1_s4
-89,-86,-75,c1_s4
-88,-84,-75,c1_s4
-89,-86,-75,c1_s4
-87,-85,-75,c1_s4
-88,-86,-75,c1_s4
-87,-86,-75,c1_s4
-88,-86,-75,c1_s4
-88,-86,-75,c1_s4
-90,-85,-75,c1_s4
-89,-84,-74,c1_s4
-90,-86,-75,c1_s4
-89,-85,-75,c1_s4
-90,-85,-75,c1_s4
-88,-85,-75,c1_s4
-91,-85,-75,c1_s4
-89,-84,-74,c1_s4
-88,-87,-75,c1_s4
-88,-87,-75,c1_s4
-86,-85,-75,c1_s4
-89,-85,-76,c1_s4
-90,-86,-75,c1_s4
-90,-86,-75,c1_s4
-92,-87,-75,c1_s4
-91,-84,-76,c1_s4
-93,-86,-75,c1_s4
-88,-85,-76,c1_s4
-89,-85,-75,c1_s4
-90,-85,-74,c1_s4
-90,-85,-76,c1_s4
-89,-86,-76,c1_s4
-89,-85,-76,c1_s4
-88,-86,-75,c1_s4
-88,-87,-76,c1_s4
-88,-85,-75,c1_s4
-88,-85,-76,c1_s4
-88,-85,-75,c1_s4
-87,-86,-76,c1_s4
-89,-87,-75,c1_s4
-90,-85,-75,c1_s4
-89,-86,-76,c1_s4
-89,-86,-75,c1_s4
-90,-86,-75,c1_s4
-91,-86,-76,c1_s4
-90,-85,-76,c1_s4
-89,-86,-75,c1_s4
-88,-85,-75,c1_s4
-90,-85,-75,c1_s4
-88,-84,-75,c1_s4
-90,-85,-75,c1_s4
-90,-86,-76,c1_s4
-90,-85,-76,c1_s4
-89,-88,-76,c1_s4
-88,-85,-75,c1_s4
-88,-85,-75,c1_s4
-90,-85,-75,c1_s4
-89,-84,-75,c1_s4
-88,-86,-76,c1_s4
-89,-85,-75,c1_s4
-90,-86,-75,c1_s4
-91,-84,-75,c1_s4
-87,-84,-76,c1_s4
-90,-87,-75,c1_s4
-89,-87,-74,c1_s4
-90,-85,-75,c1_s4
-89,-87,-75,c1_s4
-90,-86,-74,c1_s4
-89,-86,-74,c1_s4
-89,-87,-75,c1_s4
-90,-86,-75,c1_s4
-89,-86,-75,c1_s4
-88,-86,-74,c1_s4
-90,-86,-75,c1_s4
-88,-86,-75,c1_s4
-88,-86,-75,c1_s4
-90,-86,-75,c1_s4
-87,-86,-75,c1_s4
-87,-85,-75,c1_s4
-90,-87,-74,c1_s4
-90,-86,-74,c1_s4
-89,-86,-75,c1_s4
-90,-87,-75,c1_s4
-88,-85,-75,c1_s4
-89,-84,-74,c1_s4
-89,-88,-74,c1_s4
-89,-88,-74,c1_s4
-89,-87,-75,c1_s4
-88,-85,-74,c1_s4
-91,-86,-75,c1_s4
-89,-87,-75,c1_s4
-90,-86,-75,c1_s4
-88,-85,-74,c1_s4
-89,-86,-74,c1_s4
-89,-86,-74,c1_s4
-89,-86,-75,c1_s4
-87,-87,-75,c1_s4
-90,-88,-75,c1_s4
-90,-84,-75,c1_s4
-90,-85,-75,c1_s4
-88,-85,-75,c1_s4
-89,-86,-75,c1_s4
-88,-84,-75,c1_s4
-88,-86,-76,c1_s4
-88,-85,-75,c1_s4
-89,-85,-75,c1_s4
-90,-87,-75,c1_s4
-90,-86,-76,c1_s4
-86,-85,-75,c1_s4
-89,-84,-75,c1_s4
-92,-85,-75,c1_s4
-88,-85,-75,c1_s4
-87,-89,-75,c1_s4
-89,-86,-75,c1_s4
-87,-85,-76,c1_s4
-87,-85,-75,c1_s4
-87,-86,-75,c1_s4
-87,-84,-75,c1_s4
-88,-85,-75,c1_s4
-89,-84,-75,c1_s4
-88,-86,-75,c1_s4
-88,-87,-75,c1_s4
-89,-84,-75,c1_s4
-89,-86,-75,c1_s4
-89,-86,-75,c1_s4
-91,-85,-75,c1_s4
-86,-87,-74,c1_s4
-87,-84,-76,c1_s4
-87,-85,-75,c1_s4
-88,-85,-75,c1_s4
-89,-87,-75,c1_s4
-92,-85,-76,c1_s4
-88,-85,-75,c1_s4
-89,-85,-76,c1_s4
-87,-84,-75,c1_s4
-88,-85,-75,c1_s4
-89,-85,-75,c1_s4
-88,-84,-75,c1_s4
-88,-86,-76,c1_s4
-89,-84,-75,c1_s4
-91,-86,-75,c1_s4
-90,-85,-75,c1_s4
-90,-85,-76,c1_s4
-88,-84,-74,c1_s4
-87,-86,-76,c1_s4
-89,-85,-76,c1_s4
-90,-85,-76,c1_s4
-88,-84,-75,c1_s4
-88,-84,-76,c1_s4
-90,-85,-75,c1_s4
-89,-86,-75,c1_s4
-90,-84,-76,c1_s4
-88,-85,-76,c1_s4
-87,-84,-75,c1_s4
-89,-84,-76,c1_s4
-88,-84,-75,c1_s4
-87,-85,-75,c1_s4
-87,-85,-76,c1_s4
-89,-84,-75,c1_s4
-89,-85,-75,c1_s4
-86,-85,-75,c1_s4
-89,-84,-75,c1_s4
-89,-86,-75,c1_s4
-91,-84,-75,c1_s4
-91,-85,-74,c1_s4
-90,-84,-76,c1_s4
-89,-84,-75,c1_s4
-88,-84,-75,c1_s4
-89,-84,-75,c1_s4
-90,-82,-75,c1_s4
-89,-85,-76,c1_s4
-88,-85,-75,c1_s4
-89,-85,-76,c1_s4
-90,-85,-75,c1_s4
-88,-85,-75,c1_s4
-87,-85,-75,c1_s4
-87,-86,-75,c1_s4
-88,-84,-75,c1_s4
-86,-84,-75,c1_s4
-88,-84,-74,c1_s4
-87,-84,-76,c1_s4
-90,-85,-75,c1_s4
-88,-85,-75,c1_s4
-89,-84,-76,c1_s4
-87,-86,-75,c1_s4
-89,-85,-75,c1_s4
-88,-86,-75,c1_s4
-88,-84,-76,c1_s4
-86,-86,-75,c1_s4
-88,-85,-75,c1_s4
-89,-86,-76,c1_s4
-90,-87,-76,c1_s4
-88,-86,-75,c1_s4
-92,-85,-75,c1_s4
-88,-85,-75,c1_s4
-88,-86,-76,c1_s4
-92,-85,-75,c1_s4
-88,-86,-76,c1_s4
-89,-85,-76,c1_s4
-88,-85,-75,c1_s4
-91,-85,-75,c1_s4
-85,-84,-75,c1_s4
-89,-85,-76,c1_s4
-90,-83,-76,c1_s4
-91,-86,-76,c1_s4
-89,-84,-76,c1_s4
-90,-85,-75,c1_s4
-90,-84,-75,c1_s4
-89,-85,-75,c1_s4
-89,-85,-75,c1_s4
-90,-84,-76,c1_s4
-91,-85,-75,c1_s4
-90,-83,-76,c1_s4
-88,-85,-75,c1_s4
-90,-87,-76,c1_s4
-87,-85,-76,c1_s4
-89,-85,-76,c1_s4
-91,-85,-77,c1_s4
-91,-85,-76,c1_s4
-91,-85,-76,c1_s4
-87,-85,-75,c1_s4
-89,-84,-75,c1_s4
-89,-87,-76,c1_s4
-90,-85,-75,c1_s4
-89,-86,-76,c1_s4
-90,-87,-76,c1_s4
-90,-84,-76,c1_s4
-91,-85,-76,c1_s4
-89,-84,-76,c1_s4
-91,-85,-75,c1_s4
-94,-84,-75,c1_s4
-91,-85,-76,c1_s4
-87,-86,-75,c1_s4
-90,-85,-76,c1_s4
-90,-85,-76,c1_s4
-91,-86,-76,c1_s4
-91,-86,-76,c1_s4
-89,-85,-76,c1_s4
-90,-84,-76,c1_s4
-89,-85,-76,c1_s4
-89,-85,-76,c1_s4
-88,-84,-76,c1_s4
-93,-85,-76,c1_s4
-91,-86,-75,c1_s4
-89,-85,-75,c1_s4
-90,-86,-76,c1_s4
-87,-85,-76,c1_s4
-90,-85,-76,c1_s4
-88,-85,-76,c1_s4
-90,-84,-76,c1_s4
-88,-84,-76,c1_s4
-89,-83,-76,c1_s4